3	0.02 0 0 0 0 0 0 0 0 0 0 89.32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 34.28 0 0 0 0 0 0 0 0.02 0 72.36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4	0.14 0 0 0 0 0 0 151.02 0 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22.58 0 0 0 0 0 0 0 0 0 0 0 0 0 41.96 0 2.16 0 0.22 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 99.54 0 0 0 0 0 0 0 0 0 0 160.84 0 0 0 0 0 0 129.38 0 0 0 0 0 0 0 0 0 0 0 0 0.02
5	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17.28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.52 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0.02 0 0 0 0 0 0 0 0 136.64 0 0 0 0.14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 61.34
6	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 78.98 0 0 0 0 0 0
7	0.68 0 0 0 0 0 287.06 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 40.66 0.02 0.02 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0.02 0.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 96.26 0 0 172.76 0 0.02 122.98 0 0 0 0 0 0 0 0 63.14 134 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 215.62 0 77.98 0.68
10	0 0 0.48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.64 0 0 0 0 46.12 0 0 0 0 0 0 0 0 0 0 0 0 25.06 0 0 0 0 0 0 0 0 0.08 0 0 0 60.8 0 0 0 0 0 0 0 0 0 147.76 0 0 0 0 0 0.08
11	0.08 343.6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 96.78 0 0 0 0 0 0 0 0 0 0.1 0 67.92 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 152.44 0 0 0 0 0 0 0 0 0 0 0 0 0.04
12	0 0 0 0 0 263.1 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 345.18 0.1 0 0 0 0 0 0 132.38 0 0 0 0 0 0 0.14 0 148.38 0 0 0 0 0 0 0 0 0 0 0 0 0.08 0 0 0 0 0 0 0 11.52 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06
13	0 0 0 0 0 0 0 0 0 116.34 6.32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 73.84 0 0 0 0 95.74 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 98.48 0 0 0 0 0.08 0 109.14 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04
14	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.12 0 0 0 0 0 152.18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 292.96 0 0 0 0 0 0 0 0 0 0 0 0.08 0 0 0.06 0 0 0 0 0.04 0 0 0 0 84.82 0 0 0 0 0 0 0 0 0 0 0 54.68 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04
