1	0.2 19 0 191.96 0 0 0 151.96 59.26 0 69.42 0 0.04 0 0 97.06 0 0 0 0 287.74 0 0 0.12 0 131 0 0 0 0 0 0 0 0 0 150.06 0 0 0 0 0 88.52 59.98 0 180.38 0 0 0 0 4.32
2	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 280.22 0 0 0 52.14 0 0 1.58 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04
3	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0 0 93.52 0 0 0 0 0 20.22 0 0 48.84 0 0 0 0 0 0 0 62.36 0 0 0 0 0 0 0 0
4	0.04 0 0 0 0 0 0 0 120.68 0 0 0 0 127.16 0 0 0 0 169.06 0 0 0 0 0 0 0 42.44 0 0 0 0 0 143.62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5	0.02 0 84.72 0 0 0 0 0 0 0 0 0 0 36.64 0 0 0 0 0 0 0 0 17.9 0 0 0 0 0.02 0 0 0 0 0 88.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7	0.02 0 156.8 385.88 0 0 0 0 0 0 186.34 0 160.22 0 0 0 0 0 0 2.88 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 91.02 182.84 0 0 0 0 0 0 0
8	0 117.94 0 0 0.08 0 0 0 0 164.82 0 0 0 0 0 0 0 0.04 0 42.52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 167.98 77.28 0 15.1 0 105.24 0 0 0 0 0 0 0 0 0.02
9	34.1 0 0 41.78 0 0 0 0 0 0 89.62 48.52 0 0 0 285.56 0.02 0 0 0 282.48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 87.38 0 0 0 0 0 0 0 0.22 0 73.32
11	0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 128 0 0 0 0 0 0 0 167.14 0 0.12 0 0 0 0 0 0 172.82 0 0 0 0 282.8 0 0.08
13	0 0 0 0 0 219.26 0 0 0 0 0 57.66 0 0 0 55.14 0 0 0 0 1.32 0 0 0 0 0 0 0 0 0 79.62 0 43.86 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.14
15	0.02 0 0 35.82 0 0 0.04 0 0.04 0 93.16 32.48 0 211.74 0 175.52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0.02 0 0 343.12 0 0 0 0 0
16	0 24.92 0 0 0 73.18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 0 0 0.02 0 0 0 0 0 0 0 0.02 3.74 0 0 0 0 0 0 0 0 0.04 0 0 0 0 0 0 0 0.02
18	19.9 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0 0
19	155.94 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 79.04 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02
21	0 0 0 0 0 0 0 73.22 0.02 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 67.16 29.56 0 0 0 0 0 0 0 0
22	0 262.5 0 0 0 0 0 0 0 0 0 0 18.14 0 0 0 0 0 148.84 0 0 0 0 0 0 327.4 127.62 0 22.44 0 0 0 42.56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.56
25	0 0 0 0 0 0 0 0 0 0 154.8 0 79.74 0 0 0 0 0 0 0 237.98 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 61.74 0 107.18 0 23.04 131.7 0 0 0 0 0 0 0 0.76
26	0 0 0 0 53.38 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0.1 0 0 0 0 0 0 0 0 0 52.64 29.38 0 0 0 0 0 52.5 0 0 0 0 0 0 0 0 0 0
28	0.02 232.66 0 0 0 0 0 0 0 0 0 0 0 50.4 0 0 0 0 0 0 0 0 0 0 0 0.92 0.08 0 0 0 157.46 0 0 106.82 0 144.16 0 0 0 50.14 0 0 122.34 0 0 0 0 0 0 2.04
29	0 0 0 0 0 0 0 20.8 0 0 0 0 0 0 0 0 0 0 105.26 0 0 0 0 0 0 0 128.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
30	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 86.54 0 0 35.4 0 0 0 0.06 0 0 0 0 0 0
32	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 204.58 0 0 0 0 0 0 0 0 0 0
34	0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
35	0 0 0 0 0 0 0 20.44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0.02 0.02 0 0 0 0 0 0 0 0 0.02
37	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0.04 0 0 0 0 0 0 0 13.94 0 0
38	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 164.24 0 0 0 0 0 0 17.42 0 0 0 0 0 0 106.34 0 0 0 0 0 0 0 0 0
40	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 24 0 0 0 0 0 36.78 0 0 0 56.2 0 0 0 0 0 0 0 0 0
41	0 0 0 0 0 0.36 0 0 0 0 0 0 0 0 88.64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02
42	0.02 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 97.62 0 0 0 0 0 0 0 0 0 0 0 0 0 147.92 0 0 0 0 0 205.38 0 0 0 0 0 0 0 0 0 0.02
43	0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 84.34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0 0 0 0 0 0 0 0 0 8.62
45	126.64 0 0 0 0 0 0 0 30.18 0 0 0 12.06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 84.78 0 0 2.18 0 0 0 0 0 0 0 0 0 0 0 0 0 0.14
46	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 69.98 0 0
48	0 55.56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 122.88 0 0 0.08 0 0 0 0 0 0 0 0 0 0 0 170.44 0 0.08
50	2.38 249.4 0 132.04 0 0 0 0 0 0 0 0 359.9 92.94 0 217.12 0 0 0 9.24 208.34 0 0 0 0 269.24 0 0 158.58 0 0 0 0 0 80.88 166.16 0 0 0 0 0 141.16 0 0 22.58 0 0 0 0 0
52	1.9 0 0 0 79.4 0 0.02 0 0 0 0 0 0 0 0 0 0 115.58 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0.02 26.44 0 0.04 0 0 0 30.62
55	0.02 0 0 0 0 0 0 0 163.44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 177.02 74.44 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0.02
57	108.94 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0.02
58	0 0 0 0 0 0 0 0 0 219.04 0 0 0 0 0 0 0 35.64 0 0 0 0 0 0 0 0 0 0 5.16 0 70.16 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0.02 0 171.92 0 0.04
59	150.22 0 64.78 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0 0 0 0 55.94 0 0
63	0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 32.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 122.94 0 0 0 0 0 0 0 0 0 52.98 0 0 0 0 0 0 0 0 0
66	0 0 0 0 0 0 0 0 0.02 0 0 0 0 284.44 54.56 0 0 0.04 0 0 0 0 88.54 0 0 0 0 0 0 0 0 0 53.86 0 0 0 0 0 0.48 0 0 0 0 0 0 0 0 0 0 0.08
68	0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 284.22 0 0 0 0 0 0 0 70.46 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.28
