0	{932, 811, 140, 653, 45, 754, 852, 533, 630, 670}
1	{260, 454, 553, 841, 171, 683, 528, 306, 691, 726}
2	{291, 616, 431, 208, 209, 625, 593, 503, 536, 667}
3	{192, 643, 613, 904, 554, 306, 19, 379, 574, 286}
4	{128, 643, 197, 620, 721, 596, 599, 346, 603, 413}
5	{579, 650, 108, 850, 375, 601, 186, 283, 924, 183}
6	{865, 291, 36, 486, 685, 628, 53, 630, 792, 415}
7	{96, 928, 34, 70, 299, 366, 468, 53, 376, 184}
8	{608, 742, 681, 491, 140, 718, 436, 566, 217, 378}
9	{67, 37, 809, 941, 497, 18, 465, 21, 217, 383}
10	{384, 770, 483, 162, 806, 75, 402, 536, 665, 158}
11	{417, 420, 199, 783, 851, 310, 151, 126, 796, 830}
12	{514, 325, 10, 459, 172, 563, 499, 27, 156, 766}
13	{545, 293, 266, 459, 654, 175, 757, 57, 666, 671}
14	{320, 65, 545, 3, 255, 421, 583, 714, 796, 895}
15	{930, 643, 712, 201, 74, 618, 113, 922, 829, 638}
16	{707, 38, 234, 235, 598, 375, 283, 445, 413, 927}
17	{741, 582, 359, 456, 875, 139, 879, 847, 893, 447}
18	{795, 485, 357, 814, 239, 315, 307, 276, 667, 925}
19	{613, 396, 79, 209, 402, 564, 438, 603, 316, 381}
20	{833, 164, 740, 560, 594, 403, 279, 632, 506, 635}
21	{544, 6, 104, 430, 920, 246, 503, 184, 118, 28}
22	{192, 612, 617, 329, 687, 54, 887, 60, 157, 479}
23	{74, 172, 428, 878, 431, 463, 49, 785, 251, 667}
24	{185, 678, 876, 717, 685, 155, 110, 217, 251, 702}
25	{838, 105, 395, 876, 683, 786, 187, 125, 94, 191}
26	{33, 326, 614, 840, 135, 586, 783, 54, 29, 639}
27	{582, 938, 459, 593, 757, 663, 442, 667, 93, 446}
28	{386, 263, 41, 13, 855, 570, 884, 567, 474, 59}
29	{32, 516, 709, 420, 679, 364, 305, 756, 503, 829}
30	{352, 706, 901, 302, 272, 723, 22, 406, 28, 541}
31	{417, 323, 393, 781, 751, 629, 821, 856, 602, 861}
32	{32, 225, 420, 457, 746, 724, 565, 25, 189, 703}
33	{32, 384, 860, 525, 60, 786, 789, 662, 314, 316}
34	{226, 612, 584, 683, 781, 783, 594, 572, 830, 607}
35	{288, 902, 743, 647, 750, 431, 754, 278, 919, 89}
36	{770, 514, 806, 872, 155, 47, 529, 309, 475, 767}
37	{609, 292, 232, 906, 47, 175, 943, 210, 151, 344}
38	{580, 838, 906, 138, 531, 568, 153, 506, 794, 350}
39	{454, 11, 651, 431, 784, 656, 402, 247, 635, 731}
40	{162, 644, 326, 11, 401, 113, 886, 246, 859, 637}
41	{672, 418, 231, 203, 141, 116, 405, 181, 408, 667}
42	{705, 33, 775, 532, 856, 217, 218, 188, 24, 191}
43	{608, 162, 451, 483, 935, 9, 553, 526, 442, 219}
44	{355, 163, 771, 325, 778, 432, 305, 185, 506, 826}
45	{129, 133, 550, 870, 553, 590, 660, 244, 695, 508}
46	{616, 74, 811, 239, 624, 79, 565, 246, 121, 349}
47	{163, 524, 304, 595, 181, 759, 24, 27, 797, 575}
48	{130, 717, 141, 398, 594, 692, 564, 438, 886, 404}
49	{544, 385, 107, 80, 434, 277, 663, 600, 571, 127}
50	{518, 456, 618, 363, 748, 685, 815, 368, 145, 789}
51	{384, 36, 679, 359, 491, 462, 114, 918, 633, 414}
52	{928, 352, 449, 676, 749, 799, 348, 56, 924, 703}
53	{827, 169, 778, 877, 238, 783, 500, 506, 411, 478}
54	{382, 645, 839, 877, 467, 660, 631, 664, 26, 574}
55	{896, 674, 935, 462, 463, 211, 277, 87, 665, 895}
