0	{285, 212, 556, 845, 615}
1	{869, 876, 567, 166, 519}
2	{408, 329, 36, 532, 326}
3	{496, 337, 426, 516, 831}
4	{2, 731, 220, 58, 410}
5	{200, 618, 685, 118, 247}
6	{730, 58, 341, 269, 486}
7	{582, 845, 597, 309, 38}
8	{569, 658, 754, 474, 359}
9	{721, 626, 796, 524, 647}
10	{72, 744, 816, 819, 255}
11	{380, 70, 124, 709, 168}
12	{538, 83, 804, 45, 519}
13	{19, 439, 147, 190, 567}
14	{185, 323, 155, 445, 646}
15	{586, 807, 306, 55, 247}
16	{484, 411, 100, 677, 526}
17	{56, 280, 331, 85, 599}
18	{924, 419, 828, 667, 326}
19	{339, 898, 699, 740, 118}
20	{689, 825, 402, 743, 903}
21	{128, 625, 218, 281, 202}
22	{840, 180, 356, 788, 495}
23	{912, 211, 20, 222, 455}
24	{687, 290, 612, 422, 799}
25	{100, 834, 564, 303, 655}
26	{656, 554, 115, 104, 624}
27	{776, 385, 530, 195, 699}
28	{498, 587, 451, 229, 318}
29	{80, 436, 563, 284, 66}
30	{585, 506, 258, 140, 535}
31	{922, 686, 717, 734, 92}
32	{732, 36, 206, 638, 604}
33	{156, 503, 260, 623, 775}
34	{522, 579, 724, 326, 31}
35	{224, 377, 123, 793, 447}
36	{888, 466, 51, 197, 208}
37	{664, 91, 116, 152, 614}
38	{11, 915, 519, 133, 167}
39	{482, 643, 900, 189, 726}
40	{891, 255, 140, 820, 671}
41	{81, 483, 380, 157, 668}
42	{593, 899, 92, 382, 935}
43	{248, 865, 405, 777, 526}
44	{411, 876, 823, 470, 663}
45	{827, 579, 611, 705, 723}
46	{153, 595, 743, 23, 911}
47	{776, 873, 229, 265, 495}
48	{913, 83, 443, 188, 446}
49	{690, 500, 579, 556, 659}
50	{331, 365, 707, 540, 492}
51	{376, 123, 220, 605, 230}
52	{504, 225, 810, 482, 447}
53	{873, 386, 539, 241, 86}
54	{296, 202, 491, 229, 874}
55	{120, 937, 531, 453, 873}
56	{64, 611, 699, 246, 103}
57	{264, 218, 866, 932, 892}
58	{504, 26, 340, 686, 623}
59	{696, 296, 204, 138, 71}
60	{280, 331, 940, 485, 638}
61	{561, 515, 492, 270, 543}
62	{737, 220, 228, 453, 247}
63	{66, 230, 484, 566, 502}
64	{840, 290, 427, 812, 415}
65	{233, 117, 707, 276, 565}
66	{124, 769, 468, 693, 647}
67	{136, 663, 58, 430, 271}
68	{24, 609, 188, 371, 932}
69	{544, 177, 722, 371, 7}
70	{793, 450, 747, 469, 799}
71	{192, 100, 90, 171, 260}
72	{286, 884, 421, 44, 343}
73	{229, 603, 131, 733, 102}
74	{632, 409, 60, 629, 95}
75	{57, 498, 604, 66, 354}
76	{689, 874, 190, 781, 909}
77	{561, 474, 746, 493, 685}
78	{801, 383, 812, 493, 415}
79	{830, 753, 551, 886, 825}
80	{688, 152, 36, 197, 422}
81	{104, 585, 244, 473, 33}
82	{608, 621, 888, 629, 870}
83	{584, 905, 218, 2, 873}
84	{632, 841, 378, 60, 870}
85	{176, 834, 459, 866, 327}
86	{808, 330, 747, 262, 775}
87	{153, 716, 932, 381, 359}
88	{175, 385, 900, 831, 879}
89	{577, 476, 596, 54, 860}
90	{880, 401, 20, 260, 565}
91	{289, 66, 220, 38, 634}
92	{513, 631, 173, 501, 943}
93	{624, 734, 501, 46, 639}
94	{160, 665, 269, 752, 712}
95	{529, 530, 228, 810, 782}
96	{88, 498, 394, 939, 357}
97	{344, 281, 291, 156, 591}
98	{159, 793, 811, 61, 151}
99	{552, 289, 395, 452, 541}
100	{62, 153, 580, 142, 281}
