0	{541, 900, 69, 262, 548, 360, 617, 648, 695, 421, 717, 560, 848, 51, 534, 278, 536, 602, 63, 863}
1	{161, 899, 612, 196, 921, 487, 840, 713, 427, 653, 399, 144, 722, 117, 726, 471, 885, 153, 250, 798}
2	{640, 833, 292, 518, 345, 650, 797, 333, 823, 144, 145, 18, 850, 308, 309, 411, 53, 825, 731, 349}
3	{417, 802, 130, 446, 901, 358, 742, 776, 744, 554, 734, 175, 783, 17, 443, 471, 793, 411, 286, 927}
4	{576, 610, 642, 644, 867, 550, 839, 936, 663, 797, 197, 13, 66, 144, 594, 435, 211, 919, 56, 93}
5	{64, 3, 838, 295, 422, 775, 486, 479, 521, 493, 270, 941, 207, 401, 498, 912, 496, 315, 221, 191}
6	{705, 931, 836, 292, 678, 455, 101, 745, 938, 600, 652, 109, 397, 305, 434, 787, 84, 534, 536, 604}
7	{768, 609, 320, 287, 676, 292, 232, 904, 139, 812, 845, 142, 143, 591, 177, 242, 886, 55, 27, 255}
8	{672, 923, 294, 359, 104, 905, 810, 43, 875, 525, 686, 813, 499, 437, 278, 217, 826, 155, 380, 349}
9	{641, 739, 804, 197, 68, 620, 493, 526, 686, 80, 188, 370, 852, 885, 630, 854, 378, 860, 413, 159}
10	{546, 803, 388, 773, 714, 523, 426, 751, 431, 402, 563, 754, 277, 54, 567, 120, 466, 858, 468, 702}
11	{34, 38, 103, 233, 522, 107, 362, 461, 462, 688, 241, 18, 467, 593, 312, 633, 698, 187, 60, 669}
12	{224, 898, 99, 67, 446, 102, 295, 166, 777, 714, 45, 400, 786, 723, 500, 822, 56, 635, 861, 414}
13	{642, 514, 354, 2, 452, 7, 360, 298, 458, 653, 557, 302, 690, 851, 212, 756, 790, 20, 477, 415}
14	{161, 58, 510, 262, 808, 810, 906, 396, 632, 46, 686, 717, 115, 564, 629, 312, 218, 701, 702, 447}
15	{481, 482, 193, 67, 37, 258, 840, 744, 11, 908, 878, 558, 338, 52, 696, 121, 892, 925, 254, 191}
16	{642, 611, 708, 387, 195, 296, 265, 779, 76, 750, 368, 530, 339, 660, 309, 504, 412, 444, 925, 926}
17	{704, 386, 675, 836, 68, 100, 552, 297, 267, 780, 909, 716, 592, 496, 884, 890, 475, 797, 318, 31}
18	{385, 771, 900, 548, 164, 359, 5, 647, 780, 654, 943, 592, 51, 23, 565, 787, 30, 534, 222, 766}
19	{32, 417, 291, 56, 168, 424, 459, 45, 273, 914, 403, 181, 310, 919, 728, 889, 410, 348, 734, 831}
20	{928, 608, 162, 67, 644, 610, 707, 775, 457, 426, 366, 49, 210, 116, 725, 885, 149, 285, 443, 573}
21	{386, 387, 516, 69, 102, 328, 361, 8, 415, 556, 543, 393, 206, 9, 885, 695, 408, 604, 572, 447}
22	{5, 518, 199, 136, 330, 107, 299, 505, 906, 79, 528, 237, 496, 397, 20, 62, 377, 123, 573, 286}
23	{448, 481, 130, 573, 290, 838, 809, 491, 12, 780, 48, 49, 274, 761, 310, 536, 412, 124, 637, 445}
24	{578, 227, 517, 871, 552, 936, 300, 877, 909, 76, 143, 561, 754, 597, 632, 412, 317, 924, 733, 382}
25	{480, 867, 676, 421, 517, 389, 4, 137, 683, 172, 430, 754, 500, 373, 469, 215, 250, 667, 445, 543}
26	{32, 864, 641, 899, 612, 132, 866, 907, 155, 13, 78, 941, 815, 593, 690, 283, 628, 726, 888, 827}
27	{259, 131, 122, 263, 487, 297, 490, 892, 135, 685, 820, 694, 791, 221, 665, 858, 411, 508, 29, 735}
28	{322, 229, 774, 295, 264, 136, 455, 907, 265, 137, 752, 177, 19, 86, 694, 760, 569, 922, 124, 255}
